palavra,classe_gramatical,assunto,CM
DISSOLVER,VERBO,NENHUM,cg07
DISTANCIA,SUBSTANTIVO,NENHUM,cg49
DISTENDER,VERBO,NENHUM,cg02
DISTENSAO,SUBSTANTIVO,NENHUM,cg02
DISTRAIR,VERBO,NENHUM,cg58
DISTRIBUIR,VERBO,NENHUM,cg42
DISTRITO FEDERAL,LOC. SUBST.,PAÍS/ESTADO/CIDADE,cg12
DITADURA,SUBSTANTIVO,NENHUM,cg01
DIVERSO,ADJETIVO,NENHUM,cg27
DIVERTIDO,ADJETIVO,ESPORTE/DIVERSÃO,cg28
DIVIDA,SUBSTANTIVO,NUMERAL/DINHEIRO,cg15
DIVIDIR1,VERBO,NENHUM,cg63
DIVIDIR2,VERBO,NENHUM,cg14
DIVIDIR3,VERBO,NENHUM,cg63
DIVISAO,VERBO,NENHUM,cg14
DIVORCIO,SUBSTANTIVO,FAMÍLIA,cg20
DIVULGAR,VERBO,NENHUM,cg40
DIZER1,VERBO,NENHUM,cg11
DIZER2,VERBO,NENHUM,cg53a
DIZIMO,SUBSTANTIVO,NUMERAL/DINHEIRO,cg12
DO QUE,PRONOME,NENHUM,cg07
DOACAO,SUBSTANTIVO,NENHUM,cg47
DOAR1,VERBO,NENHUM,cg44
DOAR2,VERBO,NENHUM,cg04
DOBRAR,VERBO,NENHUM,cg63
DOBRO,SUBSTANTIVO,NENHUM,cg32
DOCE,ADJETIVO,NENHUM,cg63
DOCUMENTO,SUBSTANTIVO,NENHUM,cg37a
DOENCA,SUBSTANTIVO,HIGIENE/SAÚDE,cg63
DOENTE1,ADJETIVO,HIGIENE/SAÚDE,cg63
DOENTE2,ADJETIVO,NENHUM,cg63
DOER,VERBO,NENHUM,cg54
DOIDO,ADJETIVO,NENHUM,cg14
DOIS1,NUM.,NUMERAL/DINHEIRO,cg08a
DOIS2,NUM.,NUMERAL/DINHEIRO,cg32
DOIS2,NUM.,NUMERAL/DINHEIRO,cg32
DOLAR,SUBSTANTIVO,NUMERAL/DINHEIRO,cg12
DOMICILIO,SUBSTANTIVO,NENHUM,cg63
DOMINAR,VERBO,NENHUM,cg14
DOMINGO,SUBSTANTIVO,ANO SIDERAL,cg12
DOMINO,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg24
DONO,SUBSTANTIVO,NENHUM,cg25
DOR,SUBSTANTIVO,SENTIMENTOS,cg54
DOR DE CABECA,LOC. SUBST.,NENHUM,cg15
DORMIR,VERBO,NENHUM,cg62
DOURADO,ADJETIVO,COR/FORMA,cg42
DOUTOR,SUBSTANTIVO,NENHUM,cg12
DOZE,NUM.,NUMERAL/DINHEIRO,cg07
DRAGAO,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg42
DRAMATIZACAO,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg35a
DRIBLAR,VERBO,NENHUM,cg63
DRIBLE,SUBSTANTIVO,NENHUM,cg63
DROGA1,INTERJ.,NENHUM,cg28
DROGA2,SUBSTANTIVO,HIGIENE/SAÚDE,cg05
DUCHA,SUBSTANTIVO,HIGIENE/SAÚDE,cg64
DUELO,SUBSTANTIVO,NENHUM,cg14
DUENDE,SUBSTANTIVO,NENHUM,cg18a
DUNA,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg44
DUPLA,NUM.,NENHUM,cg32
DURACAO,SUBSTANTIVO,NENHUM,cg14
DURAR,VERBO,NENHUM,cg13
DUREX,SUBSTANTIVO,NENHUM,cg07
DURO,ADJETIVO,NENHUM,cg16
DUVIDA,SUBSTANTIVO,SENTIMENTOS,cg14
DUVIDAR,VERBO,NENHUM,cg14
DUZENTOS,NUM.,NUMERAL/DINHEIRO,cg19
DUZIA,NUM.,NUMERAL/DINHEIRO,cg07
DVD,SUBSTANTIVO,APARELHO/MÁQUINA,cg12
E,SUBSTANTIVO,NENHUM,cg06
EBULICAO,SUBSTANTIVO,NENHUM,cg47
ECLIPSE,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg49
ECONOMIA,SUBSTANTIVO,NUMERAL/DINHEIRO,cg05
ECONOMIZAR,VERBO,NENHUM,cg03
EDIFICAR,VERBO,NENHUM,cg02
EDIFICIO,SUBSTANTIVO,NENHUM,cg63
EDITAR,VERBO,NENHUM,cg02
EDUCACAO FISICA,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg02
EDUCACAO1,SUBSTANTIVO,NENHUM,cg08a
EDUCACAO2,SUBSTANTIVO,NENHUM,cg57
EDUCADO,ADJETIVO,NENHUM,cg08a
EDUCAR,VERBO,NENHUM,cg42
EFERVESCENTE,ADJETIVO,MATÉRIA/SUBSTÂNCIA,cg44
EFETIVO,ADJETIVO,NENHUM,cg64
EGITO,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg31
EGOISTA,ADJETIVO,NENHUM,cg11
EJACULACAO,SUBSTANTIVO,CORPO,cg14
EJACULAR,VERBO,NENHUM,cg14
ELASTICO,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg31
ELE,PRONOME,NENHUM,cg14
ELE MESMO,PRONOME,NENHUM,cg14
ELEFANTE,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg61
ELEGANTE,ADJETIVO,NENHUM,cg49
ELEGER,VERBO,NENHUM,cg20
ELEICAO,SUBSTANTIVO,NENHUM,cg52
ELETRICIDADE,SUBSTANTIVO,NENHUM,cg39
ELETRICISTA,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg39
ELETRICO,ADJETIVO,NENHUM,cg39
ELETRODOMESTICOS,SUBSTANTIVO,APARELHO/MÁQUINA,cg27
ELEVADOR,SUBSTANTIVO,APARELHO/MÁQUINA,cg52
ELIMINAR,VERBO,NENHUM,cg02
EM CIMA,PREP.,NENHUM,cg39
EM PE,PREP.,NENHUM,cg32
EM VOLTA,PREP.,NENHUM,cg14
EMA,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg01
EMAGRECER,VERBO,CORPO,cg38
EMAGRECIMENTO,SUBSTANTIVO,CORPO,cg38
EMBACAR,VERBO,NENHUM,cg64
EMBAIXADA1,SUBSTANTIVO,NENHUM,cg02
EMBAIXADA2,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg02
EMBAIXO1,ADV.,NENHUM,cg62
EMBAIXO2,ADV.,NENHUM,cg14
EMBALAR,VERBO,NENHUM,cg53a
EMBARCACAO,SUBSTANTIVO,TRANPORTE/VEÍCULO,cg63
EMBLEMA,SUBSTANTIVO,NENHUM,cg47
EMBORA,ADV.,NENHUM,cg13
EMBRIAGADO,ADJETIVO,NENHUM,cg24
EMBRIAGAR,VERBO,NENHUM,cg07
EMBRULHAR,VERBO,NENHUM,cg62
EMERGIR,VERBO,NENHUM,cg08a
EMOCAO,SUBSTANTIVO,SENTIMENTOS,cg02
EMOCIONAR,VERBO,NENHUM,cg42
EMOLDURAR,VERBO,NENHUM,cg21
EMPADA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg42
EMPATAR,VERBO,ESPORTE/DIVERSÃO,cg61
EMPENHAR,VERBO,NENHUM,cg08a
EMPREGADA DOMESTICA,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg63
EMPREGADO,ADJETIVO,NENHUM,cg63
EMPREGAR,VERBO,NENHUM,cg08a
EMPREGO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg08a
EMPRESARIO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg05
EMPRESTAR,VERBO,NENHUM,cg47
EMPRESTIMO,SUBSTANTIVO,NUMERAL/DINHEIRO,cg47
EMPURRAR,VERBO,NENHUM,cg63
ENCABULAR,VERBO,NENHUM,cg31
ENCADERNACAO,SUBSTANTIVO,NENHUM,cg63
ENCADERNAR,VERBO,NENHUM,cg63
ENCARAR,VERBO,NENHUM,cg32
ENCARCERAR,VERBO,NENHUM,cg32
ENCARDIDO,ADJETIVO,NENHUM,cg02
ENCERADEIRA,SUBSTANTIVO,APARELHO/MÁQUINA,cg02
ENCERRAR1,VERBO,NENHUM,cg63
ENCERRAR2,VERBO,NENHUM,cg61
ENCHENTE,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg64
ENCHER1,VERBO,NENHUM,cg53a
ENCHER2,VERBO,NENHUM,cg02
ENCHER3,VERBO,NENHUM,cg02
ENCHER4,VERBO,NENHUM,cg64
ENCOBERTO,ADJETIVO,PLANTA/FLOR/NATUREZA,cg64
ENCOBRIR,VERBO,NENHUM,cg02
ENCOLHER,VERBO,NENHUM,cg63
ENCONTRAR,VERBO,NENHUM,cg14
ENCORAJAMENTO,SUBSTANTIVO,NENHUM,cg57
ENCORAJAR,VERBO,NENHUM,cg57
ENCRENCA,SUBSTANTIVO,NENHUM,cg64
ENCRESPAR,VERBO,NENHUM,cg47
ENDERECO,SUBSTANTIVO,NENHUM,cg53a
ENFEITAR,VERBO,NENHUM,cg47
ENFERMEIRO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg14
ENFERMIDADE,SUBSTANTIVO,HIGIENE/SAÚDE,cg35a
ENFERRUJAR,VERBO,NENHUM,cg02
ENFORCADO,ADJETIVO,NENHUM,cg51a
ENFORCAR,VERBO,NENHUM,cg51a
ENFRAQUECER,VERBO,NENHUM,cg44
ENFRENTAR,VERBO,NENHUM,cg14
ENGANAR1,VERBO,NENHUM,cg02
ENGANAR2,VERBO,NENHUM,cg25
ENGARRAFAR,VERBO,NENHUM,cg64
ENGASGAR,VERBO,NENHUM,cg64
ENGATINHAR,VERBO,NENHUM,cg64
ENGENHARIA,SUBSTANTIVO,NENHUM,cg51a
ENGENHEIRO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg51a
ENGOLIR,VERBO,NENHUM,cg52
ENGORDAR,VERBO,NENHUM,cg02
ENGRACADO,ADJETIVO,NENHUM,cg19
ENGRAVATAR-SE,VERBO,NENHUM,cg18a
ENGRAXAR,VERBO,NENHUM,cg01
ENJOADO,ADJETIVO,NENHUM,cg64
ENJOO,SUBSTANTIVO,HIGIENE/SAÚDE,cg64
ENLOUQUECER,VERBO,NENHUM,cg14
ENORME,ADJETIVO,NENHUM,cg02
ENROLAR1,VERBO,NENHUM,cg14
ENROLAR2,VERBO,NENHUM,cg62
ENROSCAR,VERBO,NENHUM,cg47
ENSAIAR,VERBO,NENHUM,cg63
ENSANGUENTADO,ADJETIVO,CORPO,cg02
ENSINAR,VERBO,NENHUM,cg57
ENSOLARADO,ADJETIVO,PLANTA/FLOR/NATUREZA,cg02
ENSURDECER,VERBO,NENHUM,cg20
ENSURDECIDO,ADJETIVO,CORPO,cg20
ENTENDER,VERBO,NENHUM,cg63
ENTERRAR,VERBO,NENHUM,cg62
ENTERRO,SUBSTANTIVO,NENHUM,cg62
ENTORNAR,VERBO,NENHUM,cg01
ENTRADA,SUBSTANTIVO,NENHUM,cg63
ENTRAR1,VERBO,NENHUM,cg63
ENTRAR2,VERBO,NENHUM,cg14
ENTRAR3,ADJETIVO,ALIMENTO/BEBIDA,cg61
ENTREGAR,VERBO,NENHUM,cg64
ENTREVISTAR,VERBO,NENHUM,cg02
ENTRISTECER,VERBO,NENHUM,cg39
ENVELHECER,VERBO,NENHUM,cg02
ENVELOPE,SUBSTANTIVO,NENHUM,cg08a
ENVENENAR,VERBO,NENHUM,cg30
ENVERGONHAR,VERBO,NENHUM,cg31
ENVIAR1,VERBO,NENHUM,cg24
ENVIAR2,VERBO,NENHUM,cg42
ENVIAR3,VERBO,NENHUM,cg63
ENVIUVAR,VERBO,NENHUM,cg32
ENVOLVER,VERBO,NENHUM,cg45
ENXADA,SUBSTANTIVO,APARELHO/MÁQUINA,cg15
ENXAQUECA,SUBSTANTIVO,HIGIENE/SAÚDE,cg47
ENXERGAR,VERBO,NENHUM,cg32
ENXUGAR LAGRIMA,VERBO,NENHUM,cg63
ENXUGAR LOUCA,VERBO,NENHUM,cg64
EPIDEMIA,SUBSTANTIVO,HIGIENE/SAÚDE,cg01
EPISCOPAL,ADJETIVO,NENHUM,cg06
EQUATORIANO,ADJETIVO,NENHUM,cg06
EQUILIBRAR,VERBO,NENHUM,cg24
EQUIPE,SUBSTANTIVO,NENHUM,cg47
EQUITACAO,SUBSTANTIVO,NENHUM,cg28
ERECAO,SUBSTANTIVO,CORPO,cg14
ERGUER1,VERBO,NENHUM,cg63
ERGUER2,VERBO,NENHUM,cg64
ERGUER3,VERBO,NENHUM,cg63
ERRADO,ADJETIVO,NENHUM,cg11
ERRAR,VERBO,NENHUM,cg11
ERVILHA,SUBSTANTIVO,LEGUME/VERDURA,cg15
ESBARRAR,VERBO,NENHUM,cg14
ESBOFETEAR,VERBO,NENHUM,cg62
ESCADA,SUBSTANTIVO,CASA,cg29a
ESCADA DE CARACOL,SUBSTANTIVO,CASA,cg28
ESCADA ROLANTE,SUBSTANTIVO,APARELHO/MÁQUINA,cg24
ESCALAR1,VERBO,NENHUM,cg31
ESCALAR2,VERBO,NENHUM,cg20
ESCAPAR1,VERBO,NENHUM,cg07
ESCAPAR2,VERBO,NENHUM,cg57
ESCLARECER,VERBO,NENHUM,cg02
ESCOCES,ADJETIVO,NENHUM,cg64
ESCOCIA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg64
ESCOLA,SUBSTANTIVO,NENHUM,cg63
ESCOLHER,VERBO,NENHUM,cg08b
ESCONDE-ESCONDE,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg02
ESCONDER,VERBO,NENHUM,cg02
ESCONDIDO,ADJETIVO,NENHUM,cg53b
ESCOPETA,SUBSTANTIVO,NENHUM,cg18a
ESCORPIAO,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg15
ESCORREGADOR,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg24
ESCORREGAR,VERBO,NENHUM,cg32
ESCORRER1,VERBO,NENHUM,cg08a
ESCORRER2,VERBO,NENHUM,cg64
ESCOTEIRO,SUBSTANTIVO,NENHUM,cg60
ESCOVA1,SUBSTANTIVO,HIGIENE/SAÚDE,cg05
ESCOVA2,ADJETIVO,HIGIENE/SAÚDE,cg05
ESCOVAR1,VERBO,NENHUM,cg05
ESCOVAR2,VERBO,NENHUM,cg05
ESCRAVIZAR1,VERBO,NENHUM,cg02
ESCRAVIZAR2,VERBO,NENHUM,cg02
ESCRAVO,ADJETIVO,NENHUM,cg02
ESCREVER NO QUADRO,VERBO,NENHUM,cg20
ESCREVER1,VERBO,NENHUM,cg04
ESCREVER2,VERBO,NENHUM,cg04
ESCRITOR,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg20
ESCRITORIO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg52
ESCUDO,SUBSTANTIVO,NENHUM,cg02
ESCULPIR1,VERBO,NENHUM,cg05
ESCULPIR2,VERBO,NENHUM,cg07
ESCULTURA,SUBSTANTIVO,NENHUM,cg07
ESCURECER,VERBO,NENHUM,cg02
ESCURO,ADJETIVO,NENHUM,cg02
ESCUTAR,VERBO,NENHUM,cg02
ESFAQUEAR,VERBO,NENHUM,cg02
ESFERA,SUBSTANTIVO,COR/FORMA,cg47
ESFOLAR,VERBO,NENHUM,cg64
ESFORCAR,VERBO,NENHUM,cg02
ESFREGAR,VERBO,NENHUM,cg01
ESFRIAR,VERBO,NENHUM,cg16
ESGRIMA,SUBSTANTIVO,NENHUM,cg05
ESMAGAR,VERBO,NENHUM,cg47
ESMALTE,SUBSTANTIVO,HIGIENE/SAÚDE,cg14
ESMURRAR,VERBO,NENHUM,cg02
ESNOBE,ADJETIVO,NENHUM,cg14
ESPADA,SUBSTANTIVO,NENHUM,cg05
ESPAGUETE,SUBSTANTIVO,ALIMENTO/BEBIDA,cg26
ESPALHAR,VERBO,NENHUM,cg64
ESPANCAR,VERBO,NENHUM,cg23
ESPANHA,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg14
ESPANHOL,ADJETIVO,NENHUM,cg14
ESPARRAMAR,VERBO,NENHUM,cg01
ESPATULA,SUBSTANTIVO,NENHUM,cg24
ESPECIAL,ADJETIVO,NENHUM,cg33
ESPELHO,SUBSTANTIVO,CASA,cg63
ESPERANCA,SUBSTANTIVO,SENTIMENTOS,cg01
ESPERAR1,VERBO,NENHUM,cg14
ESPERAR2,VERBO,NENHUM,cg01
ESPERMA,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg14
ESPERTO,ADJETIVO,NENHUM,cg28
ESPETINHO,SUBSTANTIVO,ALIMENTO/BEBIDA,cg14
ESPIAO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg61
ESPIAR1,VERBO,NENHUM,cg61
ESPIAR2,VERBO,NENHUM,cg50
ESPINGARDA,SUBSTANTIVO,NENHUM,cg18a
ESPINHA,SUBSTANTIVO,HIGIENE/SAÚDE,cg14
ESPINHA DORSAL,SUBSTANTIVO,CORPO,cg18a
ESPINHO,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,cg14
ESPIONAR,VERBO,NENHUM,cg61
ESPIRAL,SUBSTANTIVO,NENHUM,cg14
ESPIRITA,ADJETIVO,NENHUM,cg57
ESPIRITISMO,SUBSTANTIVO,NENHUM,cg57
ESPIRITO,SUBSTANTIVO,NENHUM,cg57
ESPIRITO SANTO,SUBSTANTIVO,NENHUM,cg55
ESPIRITO SANTO(ES),SUBSTANTIVO,NENHUM,cg32
ESPIRRAR,VERBO,NENHUM,cg47
ESPONJA,SUBSTANTIVO,CASA,cg01
ESPORTE,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg07
ESPOSA,SUBSTANTIVO,FAMÍLIA,cg53a
ESPREGUICADEIRA,SUBSTANTIVO,CASA,cg24
ESPREMER,VERBO,NENHUM,cg47
ESPUMA,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg47
ESPUMAR,VERBO,NENHUM,cg47
ESQUECER,VERBO,NENHUM,cg44
ESQUELETO,SUBSTANTIVO,CORPO,cg47
ESQUENTAR,VERBO,NENHUM,cg47
ESQUERDA,SUBSTANTIVO,NENHUM,cg63
ESQUIAR,VERBO,NENHUM,cg02
ESQUILO,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg18a
ESQUIMO,ADJETIVO,NENHUM,cg47
ESQUINA,SUBSTANTIVO,NENHUM,cg53a
ESQUISITO,ADJETIVO,NENHUM,cg35a
ESSE,PRONOME,NENHUM,cg14
ESTABELECIMENTO,SUBSTANTIVO,NENHUM,cg18b
ESTACA,SUBSTANTIVO,NENHUM,cg61
ESTACIONAMENTO,SUBSTANTIVO,TRANPORTE/VEÍCULO,cg31
ESTADO,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,cg47
ESTADOS UNIDOS,SUBSTANTIVO,NENHUM,cg14
ESTADUAL,ADJETIVO,NENHUM,cg06
ESTAGIO,SUBSTANTIVO,NENHUM,cg63
ESTAMPAR,VERBO,NENHUM,cg01
ESTANTE,SUBSTANTIVO,NENHUM,cg53a
ESTAR,VERBO,NENHUM,cg07
ESTATUA,SUBSTANTIVO,NENHUM,cg07
ESTATUTO,SUBSTANTIVO,NENHUM,cg06
ESTE,PRONOME,NENHUM,cg14
ESTENDER1,VERBO,NENHUM,cg49
ESTENDER2,VERBO,NENHUM,cg01
ESTENDER3,VERBO,NENHUM,cg18a
ESTENDER4,VERBO,NENHUM,cg49
ESTETOSCOPIO,SUBSTANTIVO,APARELHO/MÁQUINA,cg15
ESTICAR1,VERBO,NENHUM,cg49
ESTICAR2,VERBO,NENHUM,cg63
ESTILETE,SUBSTANTIVO,NENHUM,cg14
ESTILHACAR,VERBO,NENHUM,cg64
ESTOJO,SUBSTANTIVO,NENHUM,cg05
ESTOMAGO,SUBSTANTIVO,CORPO,cg14
ESTORIA,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg32
ESTOURAR,VERBO,NENHUM,cg02
ESTRADA,SUBSTANTIVO,NENHUM,cg14
ESTRAGADO,ADJETIVO,NENHUM,cg15
ESTRAGAR1,VERBO,NENHUM,cg05
ESTRAGAR2,VERBO,NENHUM,cg15
ESTRANGEIRO,ADJETIVO,NENHUM,cg27
ESTRANGULAR,VERBO,NENHUM,cg02
ESTRANHAR,VERBO,NENHUM,cg35a
ESTRANHO,VERBO,NENHUM,cg35a
ESTRATEGIA,SUBSTANTIVO,NENHUM,cg40
ESTREITO,ADJETIVO,NENHUM,cg63
ESTRELA,SUBSTANTIVO,COR/FORMA,cg08b
ESTRELA-DO-MAR,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg64
ESTRELADO,ADJETIVO,NENHUM,cg08b
ESTREMECER1,VERBO,NENHUM,cg64
ESTREMECER2,VERBO,NENHUM,cg64
ESTUDAR,VERBO,NENHUM,cg63
ESTUDOS SOCIAIS,SUBSTANTIVO,NENHUM,cg11
ESTUPIDO,ADJETIVO,NENHUM,cg42
ESTUPRAR,VERBO,NENHUM,cg16
ESTUPRO,SUBSTANTIVO,NENHUM,cg16
ESVAZIAR1,VERBO,NENHUM,cg08a
ESVAZIAR2,VERBO,NENHUM,cg20
ETERNO,ADJETIVO,NENHUM,cg13
ETIQUETA,SUBSTANTIVO,NENHUM,cg02
ETIQUETAR,VERBO,NENHUM,cg07
EU,PRONOME,NENHUM,cg14
EUROPA,PRONOME,NENHUM,cg14
EVACUAR,VERBO,NENHUM,cg07
EVANGELHO,SUBSTANTIVO,NENHUM,cg63
EVANGELICO,ADJETIVO,NENHUM,cg63
EVANGELIZAR,VERBO,NENHUM,cg40
EVAPORAR,VERBO,NENHUM,cg45
EVITAR,VERBO,NENHUM,cg40
EVOLUCAO,SUBSTANTIVO,NENHUM,cg53a
EXAGERADO,ADJETIVO,NENHUM,cg58
EXALTAR,VERBO,NENHUM,cg53a
EXAME1,SUBSTANTIVO,HIGIENE/SAÚDE,cg29a
EXAME2,SUBSTANTIVO,NENHUM,cg53a
EXAME3,SUBSTANTIVO,NENHUM,cg14
EXAMINAR,VERBO,NENHUM,cg14
EXATO,ADJETIVO,NENHUM,cg49
EXAUSTO,ADJETIVO,NENHUM,cg47
EXCITAR1,VERBO,NENHUM,cg02
EXCITAR2,VERBO,NENHUM,cg55
EXCLUIR1,VERBO,NENHUM,cg62
EXCLUIR2,VERBO,NENHUM,cg19
EXCURSAO,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg63
EXECUTAR,VERBO,NENHUM,cg01
EXEMPLO,SUBSTANTIVO,NENHUM,cg39
EXERCICIO1,SUBSTANTIVO,NENHUM,cg19
EXERCICIO2,SUBSTANTIVO,HIGIENE/SAÚDE,cg02
EXERCITO,SUBSTANTIVO,NENHUM,cg24
EXIBIR,VERBO,NENHUM,cg14
EXIGIR,VERBO,NENHUM,cg05
EXISTIR1,VERBO,NENHUM,cg44
EXISTIR2,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg08a
EXORTAR,VERBO,NENHUM,cg61
EXPANDIR,VERBO,NENHUM,cg01
EXPERIENCIA,SUBSTANTIVO,NENHUM,cg44
EXPERIMENTAR,VERBO,NENHUM,cg44
EXPLANAR,VERBO,NENHUM,cg02
EXPLICAR,VERBO,NENHUM,cg02
EXPLODIR,VERBO,NENHUM,cg02
EXPLORAR,VERBO,NENHUM,cg32
EXPOR1,VERBO,NENHUM,cg39
EXPOR2,VERBO,NENHUM,cg02
EXPORTAR,VERBO,NENHUM,cg13
EXPOSICAO,SUBSTANTIVO,NENHUM,cg39
EXPRESSAO,SUBSTANTIVO,NENHUM,cg15
EXPULSAR,VERBO,NENHUM,cg02
EXTENSO,ADJETIVO,NENHUM,cg49
EXTERIOR,ADJETIVO,PAÍS/ESTADO/CIDADE,cg63
EXTERMINAR,VERBO,NENHUM,cg07
EXTORQUIR,VERBO,NENHUM,cg07
EXTRAIR1,VERBO,NENHUM,cg05
EXTRAIR2,VERBO,NENHUM,cg47
EXTRAVIAR,VERBO,NENHUM,cg63
F,SUBSTANTIVO,NENHUM,cg54
FA,SUBSTANTIVO,NENHUM,cg54
FABRICA,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg02
FABULA1,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg32
FACA,SUBSTANTIVO,CASA,cg24
FACADA,ADJETIVO,NENHUM,cg02
FACE,SUBSTANTIVO,CORPO,cg14
FACE A FACE,LOC. SUBST.,NENHUM,cg64
FACIL2,ADJETIVO,NENHUM,cg63
FACILITAR,VERBO,NENHUM,cg63
FACULDADE,SUBSTANTIVO,NENHUM,cg54
FADA,SUBSTANTIVO,ESPORTE/DIVERSÃO,cg05
FAIXA,SUBSTANTIVO,NENHUM,cg18b
FALANTE,ADJETIVO,NENHUM,cg49
FALAR1,VERBO,NENHUM,cg11
FALAR2,VERBO,NENHUM,cg40
FALAR3,VERBO,NENHUM,cg14
FALCAO,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,cg28
FALECIMENTO,SUBSTANTIVO,NENHUM,cg61
FALHA,SUBSTANTIVO,NENHUM,cg14
FALHAR,VERBO,NENHUM,cg40
FALIR1,VERBO,NENHUM,cg64
FALIR2,VERBO,NENHUM,cg02
FALSO1,ADJETIVO,NENHUM,cg63
FALSO2,ADJETIVO,NENHUM,cg61
FALSO3,ADJETIVO,NENHUM,cg15
FALTAR1,VERBO,NENHUM,cg44
FALTAR2,VERBO,NENHUM,cg54
FALTAR3,VERBO,NENHUM,cg40
FAMILIA,SUBSTANTIVO,FAMÍLIA,cg54
FAMOSO,ADJETIVO,NENHUM,cg53a
FANTASIAR1,VERBO,NENHUM,cg64
FANTASIAR2,VERBO,NENHUM,cg57
FANTASMA,SUBSTANTIVO,NENHUM,cg57
FAQUEIRO,SUBSTANTIVO,CASA,cg24
FARAO,SUBSTANTIVO,NENHUM,cg31
FAREJAR,VERBO,NENHUM,cg57
FARINGE,SUBSTANTIVO,CORPO,cg21
FARINHA DE ROSCA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg45
FARINHA DE TRIGO,SUBSTANTIVO,ALIMENTO/BEBIDA,cg45
FARMACIA,SUBSTANTIVO,HIGIENE/SAÚDE,cg02
FAROFA,SUBSTANTIVO,ALIMENTO/BEBIDA,cg45
FAROL1,SUBSTANTIVO,TRANPORTE/VEÍCULO,cg57
FAROL2,SUBSTANTIVO,NENHUM,cg57
FARRA,SUBSTANTIVO,NENHUM,cg63
FARTO,ADJETIVO,NENHUM,cg61
FARTO2,ADJETIVO,NENHUM,cg62
FATIAR,VERBO,NENHUM,cg62
FATURAR,VERBO,NENHUM,cg02
FAVELA1,SUBSTANTIVO,NENHUM,cg64
FAVELA2,SUBSTANTIVO,NENHUM,cg53b
FAVOR1,SUBSTANTIVO,NENHUM,cg63
FAVOR2,SUBSTANTIVO,NENHUM,cg63
FAVOR3,SUBSTANTIVO,NENHUM,cg63
FAVORITO1,ADJETIVO,NENHUM,cg51b
FAVORITO2,ADJETIVO,NENHUM,cg08a
FAX1,SUBSTANTIVO,APARELHO/MÁQUINA,cg54
FAX2,SUBSTANTIVO,NENHUM,cg63
FAXINA,SUBSTANTIVO,HIGIENE/SAÚDE,cg01
FAXINEIRO,SUBSTANTIVO,PROFISSÃO/TRABALHO,cg02
FAZENDA1,SUBSTANTIVO,NENHUM,cg40
FAZENDA2,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,cg20
FAZER,VERBO,NENHUM,cg39
FE1,SUBSTANTIVO,SENTIMENTOS,cg06
FE2,SUBSTANTIVO,SENTIMENTOS,cg63
FEBRE,SUBSTANTIVO,HIGIENE/SAÚDE,cg61
FECHADO1,ADJETIVO,NENHUM,cg02
FECHADO2,ADJETIVO,NENHUM,cg05
FECHADURA,SUBSTANTIVO,CASA,cg05
FECHAR1,VERBO,NENHUM,cg61
FECHAR2,VERBO,NENHUM,cg63
FEDERACAO,SUBSTANTIVO,NENHUM,cg54
